Activity,Period Start,Period Length,Target Response Days,Average Days to Complete Activity,Total Completed Requests,Period
Alley Light Out,03/23/2015,Week,30,23.75,484,03/23/2015 - 03/29/2015
Alley Light Out,03/16/2015,Week,30,7.72,206,03/16/2015 - 03/22/2015
Alley Light Out,03/09/2015,Week,30,26.87,472,03/09/2015 - 03/15/2015
Alley Light Out,03/02/2015,Week,30,9.31,49,03/02/2015 - 03/08/2015
Alley Light Out,02/23/2015,Week,30,7.89,157,02/23/2015 - 03/01/2015
Alley Light Out,02/16/2015,Week,30,23.69,454,02/16/2015 - 02/22/2015
Alley Light Out,02/09/2015,Week,30,12.77,174,02/09/2015 - 02/15/2015
Alley Light Out,02/02/2015,Week,30,12.02,32,02/02/2015 - 02/08/2015
Alley Light Out,01/26/2015,Week,30,11.88,128,01/26/2015 - 02/01/2015
Alley Light Out,01/19/2015,Week,30,29.67,614,01/19/2015 - 01/25/2015
Alley Light Out,01/12/2015,Week,30,25.56,154,01/12/2015 - 01/18/2015
Alley Light Out,01/05/2015,Week,30,38.48,763,01/05/2015 - 01/11/2015
Alley Light Out,12/29/2014,Week,30,14.22,54,12/29/2014 - 01/04/2015
Alley Light Out,12/22/2014,Week,30,13.31,28,12/22/2014 - 12/28/2014
Alley Light Out,12/15/2014,Week,30,9.88,125,12/15/2014 - 12/21/2014
Alley Light Out,12/08/2014,Week,30,7.65,145,12/08/2014 - 12/14/2014
Alley Light Out,12/01/2014,Week,30,24.49,220,12/01/2014 - 12/07/2014
Alley Light Out,11/24/2014,Week,30,14.04,89,11/24/2014 - 11/30/2014
Alley Light Out,11/17/2014,Week,30,19.73,368,11/17/2014 - 11/23/2014
Alley Light Out,11/10/2014,Week,30,17.24,206,11/10/2014 - 11/16/2014
Alley Light Out,11/03/2014,Week,30,25.19,643,11/03/2014 - 11/09/2014
Alley Light Out,10/27/2014,Week,30,26.23,371,10/27/2014 - 11/02/2014
Alley Light Out,10/20/2014,Week,30,26.42,375,10/20/2014 - 10/26/2014
Alley Light Out,10/13/2014,Week,30,29.47,267,10/13/2014 - 10/19/2014
Alley Light Out,10/06/2014,Week,30,38.05,615,10/06/2014 - 10/12/2014
Alley Light Out,09/29/2014,Week,30,33.4,243,09/29/2014 - 10/05/2014
Alley Light Out,09/22/2014,Week,30,39.47,504,09/22/2014 - 09/28/2014
Alley Light Out,09/15/2014,Week,30,20.38,209,09/15/2014 - 09/21/2014
Alley Light Out,09/08/2014,Week,30,14.4,187,09/08/2014 - 09/14/2014
Alley Light Out,09/01/2014,Week,30,19.98,40,09/01/2014 - 09/07/2014
Alley Light Out,08/25/2014,Week,30,32.89,635,08/25/2014 - 08/31/2014
Alley Light Out,08/18/2014,Week,30,16.11,248,08/18/2014 - 08/24/2014
Alley Light Out,08/11/2014,Week,30,9.9,134,08/11/2014 - 08/17/2014
Alley Light Out,08/04/2014,Week,30,12.01,186,08/04/2014 - 08/10/2014
Alley Light Out,07/28/2014,Week,30,38.24,658,07/28/2014 - 08/03/2014
Alley Light Out,07/21/2014,Week,30,9.93,152,07/21/2014 - 07/27/2014
Alley Light Out,07/14/2014,Week,30,22.13,303,07/14/2014 - 07/20/2014
Alley Light Out,07/07/2014,Week,30,18.16,240,07/07/2014 - 07/13/2014
Alley Light Out,06/30/2014,Week,30,12.04,75,06/30/2014 - 07/06/2014
Alley Light Out,06/23/2014,Week,30,21.54,212,06/23/2014 - 06/29/2014
Alley Light Out,06/16/2014,Week,30,12.25,137,06/16/2014 - 06/22/2014
Alley Light Out,06/09/2014,Week,30,29.85,408,06/09/2014 - 06/15/2014
Alley Light Out,06/02/2014,Week,30,17.59,149,06/02/2014 - 06/08/2014
Alley Light Out,05/26/2014,Week,30,16.43,153,05/26/2014 - 06/01/2014
Alley Light Out,05/19/2014,Week,30,15.6,166,05/19/2014 - 05/25/2014
Alley Light Out,05/12/2014,Week,30,22.44,179,05/12/2014 - 05/18/2014
Alley Light Out,05/05/2014,Week,30,28.62,461,05/05/2014 - 05/11/2014
Alley Light Out,04/28/2014,Week,30,20.52,249,04/28/2014 - 05/04/2014
Alley Light Out,04/21/2014,Week,30,27.2,255,04/21/2014 - 04/27/2014
Alley Light Out,04/14/2014,Week,30,18.35,111,04/14/2014 - 04/20/2014
Alley Light Out,04/07/2014,Week,30,29.36,391,04/07/2014 - 04/13/2014
Alley Light Out,03/31/2014,Week,30,17.93,210,03/31/2014 - 04/06/2014
Alley Light Out,03/24/2014,Week,30,20.51,309,03/24/2014 - 03/30/2014
Alley Light Out,03/17/2014,Week,30,31.96,141,03/17/2014 - 03/23/2014
Alley Light Out,03/10/2014,Week,30,18.4,153,03/10/2014 - 03/16/2014
Alley Light Out,03/03/2014,Week,30,23.32,528,03/03/2014 - 03/09/2014
Alley Light Out,02/24/2014,Week,30,22.27,215,02/24/2014 - 03/02/2014
Alley Light Out,02/17/2014,Week,30,41.42,366,02/17/2014 - 02/23/2014
Alley Light Out,02/10/2014,Week,30,19.86,84,02/10/2014 - 02/16/2014
Alley Light Out,02/03/2014,Week,30,32.83,120,02/03/2014 - 02/09/2014
Alley Light Out,01/27/2014,Week,30,45.51,170,01/27/2014 - 02/02/2014
Alley Light Out,01/20/2014,Week,30,33.87,313,01/20/2014 - 01/26/2014
Alley Light Out,01/13/2014,Week,30,15.3,68,01/13/2014 - 01/19/2014
Alley Light Out,01/06/2014,Week,30,15.32,53,01/06/2014 - 01/12/2014
Alley Light Out,12/30/2013,Week,30,14.21,59,12/30/2013 - 01/05/2014
Alley Light Out,12/23/2013,Week,30,11.68,18,12/23/2013 - 12/29/2013
Alley Light Out,12/16/2013,Week,30,23.99,131,12/16/2013 - 12/22/2013
Alley Light Out,12/09/2013,Week,30,15.88,161,12/09/2013 - 12/15/2013
Alley Light Out,12/02/2013,Week,30,14.46,219,12/02/2013 - 12/08/2013
Alley Light Out,11/25/2013,Week,30,13.27,141,11/25/2013 - 12/01/2013
Alley Light Out,11/18/2013,Week,30,12.69,147,11/18/2013 - 11/24/2013
Alley Light Out,11/11/2013,Week,30,7.46,107,11/11/2013 - 11/17/2013
Alley Light Out,11/04/2013,Week,30,6.94,127,11/04/2013 - 11/10/2013
Alley Light Out,10/28/2013,Week,30,13.76,357,10/28/2013 - 11/03/2013
Alley Light Out,10/21/2013,Week,30,18.42,520,10/21/2013 - 10/27/2013
Alley Light Out,10/14/2013,Week,30,21.03,251,10/14/2013 - 10/20/2013
Alley Light Out,10/07/2013,Week,30,16.77,235,10/07/2013 - 10/13/2013
Alley Light Out,09/30/2013,Week,30,16.31,131,09/30/2013 - 10/06/2013
Alley Light Out,09/23/2013,Week,30,6.62,70,09/23/2013 - 09/29/2013
Alley Light Out,09/16/2013,Week,30,16.65,603,09/16/2013 - 09/22/2013
Alley Light Out,09/09/2013,Week,30,11.82,169,09/09/2013 - 09/15/2013
Alley Light Out,09/02/2013,Week,30,5.35,53,09/02/2013 - 09/08/2013
Alley Light Out,08/26/2013,Week,30,16.53,258,08/26/2013 - 09/01/2013
Alley Light Out,08/19/2013,Week,30,12.16,213,08/19/2013 - 08/25/2013
Alley Light Out,08/12/2013,Week,30,9.28,229,08/12/2013 - 08/18/2013
Alley Light Out,08/05/2013,Week,30,12.7,361,08/05/2013 - 08/11/2013
Alley Light Out,07/29/2013,Week,30,11.55,197,07/29/2013 - 08/04/2013
Alley Light Out,07/22/2013,Week,30,9.96,83,07/22/2013 - 07/28/2013
Alley Light Out,07/15/2013,Week,30,9.07,149,07/15/2013 - 07/21/2013
Alley Light Out,07/08/2013,Week,30,15.12,576,07/08/2013 - 07/14/2013
Alley Light Out,07/01/2013,Week,30,7.11,39,07/01/2013 - 07/07/2013
Alley Light Out,06/24/2013,Week,30,7.28,119,06/24/2013 - 06/30/2013
Alley Light Out,06/17/2013,Week,30,4.81,155,06/17/2013 - 06/23/2013
Alley Light Out,06/10/2013,Week,30,9.48,269,06/10/2013 - 06/16/2013
Alley Light Out,06/03/2013,Week,30,5.91,190,06/03/2013 - 06/09/2013
Alley Light Out,05/27/2013,Week,30,8.98,95,05/27/2013 - 06/02/2013
Alley Light Out,05/20/2013,Week,30,7.69,217,05/20/2013 - 05/26/2013
Alley Light Out,05/13/2013,Week,30,8.08,300,05/13/2013 - 05/19/2013
Alley Light Out,05/06/2013,Week,30,8.38,323,05/06/2013 - 05/12/2013
Alley Light Out,04/29/2013,Week,30,8.54,319,04/29/2013 - 05/05/2013
Alley Light Out,04/22/2013,Week,30,3.64,157,04/22/2013 - 04/28/2013
Alley Light Out,04/15/2013,Week,30,5.04,120,04/15/2013 - 04/21/2013
Alley Light Out,04/08/2013,Week,30,3.99,240,04/08/2013 - 04/14/2013
Alley Light Out,04/01/2013,Week,30,9.16,335,04/01/2013 - 04/07/2013
Alley Light Out,03/25/2013,Week,30,9.91,212,03/25/2013 - 03/31/2013
Alley Light Out,03/18/2013,Week,30,9.47,200,03/18/2013 - 03/24/2013
Alley Light Out,03/11/2013,Week,30,6.15,198,03/11/2013 - 03/17/2013
Alley Light Out,03/04/2013,Week,30,6.7,196,03/04/2013 - 03/10/2013
Alley Light Out,02/25/2013,Week,30,10.57,267,02/25/2013 - 03/03/2013
Alley Light Out,02/18/2013,Week,30,7.48,144,02/18/2013 - 02/24/2013
Alley Light Out,02/11/2013,Week,30,7.37,182,02/11/2013 - 02/17/2013
Alley Light Out,02/04/2013,Week,30,8.86,102,02/04/2013 - 02/10/2013
Alley Light Out,01/28/2013,Week,30,5.25,127,01/28/2013 - 02/03/2013
Alley Light Out,01/21/2013,Week,30,4.66,137,01/21/2013 - 01/27/2013
Alley Light Out,01/14/2013,Week,30,4.31,197,01/14/2013 - 01/20/2013
Alley Light Out,01/07/2013,Week,30,9.84,338,01/07/2013 - 01/13/2013
Alley Light Out,12/31/2012,Week,30,12.76,241,12/31/2012 - 01/06/2013
Alley Light Out,12/24/2012,Week,30,6.9,87,12/24/2012 - 12/30/2012
Alley Light Out,12/17/2012,Week,30,13.95,255,12/17/2012 - 12/23/2012
Alley Light Out,12/10/2012,Week,30,14.78,299,12/10/2012 - 12/16/2012
Alley Light Out,12/03/2012,Week,30,15.98,273,12/03/2012 - 12/09/2012
Alley Light Out,11/26/2012,Week,30,14.96,331,11/26/2012 - 12/02/2012
Alley Light Out,11/19/2012,Week,30,9.15,105,11/19/2012 - 11/25/2012
Alley Light Out,11/12/2012,Week,30,14.33,129,11/12/2012 - 11/18/2012
Alley Light Out,11/05/2012,Week,30,17.15,640,11/05/2012 - 11/11/2012
Alley Light Out,10/29/2012,Week,30,17.33,227,10/29/2012 - 11/04/2012
Alley Light Out,10/22/2012,Week,30,18.25,246,10/22/2012 - 10/28/2012
Alley Light Out,10/15/2012,Week,30,18.75,281,10/15/2012 - 10/21/2012
Alley Light Out,10/08/2012,Week,30,25.37,415,10/08/2012 - 10/14/2012
Alley Light Out,10/01/2012,Week,30,25.63,301,10/01/2012 - 10/07/2012
Alley Light Out,09/24/2012,Week,30,20.39,271,09/24/2012 - 09/30/2012
Alley Light Out,09/17/2012,Week,30,25.25,349,09/17/2012 - 09/23/2012
Alley Light Out,09/10/2012,Week,30,22.71,326,09/10/2012 - 09/16/2012
Alley Light Out,09/03/2012,Week,30,26.39,146,09/03/2012 - 09/09/2012
Alley Light Out,08/27/2012,Week,30,17.68,195,08/27/2012 - 09/02/2012
Alley Light Out,08/20/2012,Week,30,24.79,252,08/20/2012 - 08/26/2012
Alley Light Out,08/13/2012,Week,30,20.33,246,08/13/2012 - 08/19/2012
Alley Light Out,08/06/2012,Week,30,21,195,08/06/2012 - 08/12/2012
Alley Light Out,07/30/2012,Week,30,14.28,132,07/30/2012 - 08/05/2012
Alley Light Out,07/23/2012,Week,30,16.27,159,07/23/2012 - 07/29/2012
Alley Light Out,07/16/2012,Week,30,19.02,270,07/16/2012 - 07/22/2012
Alley Light Out,07/09/2012,Week,30,12.08,186,07/09/2012 - 07/15/2012
Alley Light Out,07/02/2012,Week,30,14.69,66,07/02/2012 - 07/08/2012
Alley Light Out,06/25/2012,Week,30,8.87,160,06/25/2012 - 07/01/2012
Alley Light Out,06/18/2012,Week,30,8.43,123,06/18/2012 - 06/24/2012
Alley Light Out,06/11/2012,Week,30,10.69,229,06/11/2012 - 06/17/2012
Alley Light Out,06/04/2012,Week,30,14.84,272,06/04/2012 - 06/10/2012
Alley Light Out,05/28/2012,Week,30,17.48,182,05/28/2012 - 06/03/2012
Alley Light Out,05/21/2012,Week,30,15.31,273,05/21/2012 - 05/27/2012
Alley Light Out,05/14/2012,Week,30,19.27,201,05/14/2012 - 05/20/2012
Alley Light Out,05/07/2012,Week,30,26.02,225,05/07/2012 - 05/13/2012
Alley Light Out,04/30/2012,Week,30,64.13,416,04/30/2012 - 05/06/2012
Alley Light Out,04/23/2012,Week,30,79.81,493,04/23/2012 - 04/29/2012
Alley Light Out,04/16/2012,Week,30,78.06,531,04/16/2012 - 04/22/2012
Alley Light Out,04/09/2012,Week,30,89.31,441,04/09/2012 - 04/15/2012
Alley Light Out,04/02/2012,Week,30,84.76,491,04/02/2012 - 04/08/2012
Alley Light Out,03/26/2012,Week,30,89.02,575,03/26/2012 - 04/01/2012
Alley Light Out,03/19/2012,Week,30,65.17,504,03/19/2012 - 03/25/2012
Alley Light Out,03/12/2012,Week,30,72.32,384,03/12/2012 - 03/18/2012
Alley Light Out,03/05/2012,Week,30,65.96,238,03/05/2012 - 03/11/2012
Alley Light Out,02/27/2012,Week,30,87.45,475,02/27/2012 - 03/04/2012
Alley Light Out,02/20/2012,Week,30,81.6,371,02/20/2012 - 02/26/2012
Alley Light Out,02/13/2012,Week,30,76.52,567,02/13/2012 - 02/19/2012
Alley Light Out,02/06/2012,Week,30,81.95,499,02/06/2012 - 02/12/2012
Alley Light Out,01/30/2012,Week,30,94.5,676,01/30/2012 - 02/05/2012
Alley Light Out,01/23/2012,Week,30,84.77,674,01/23/2012 - 01/29/2012
Alley Light Out,01/16/2012,Week,30,99.89,635,01/16/2012 - 01/22/2012
Alley Light Out,01/09/2012,Week,30,95.45,649,01/09/2012 - 01/15/2012
Alley Light Out,01/02/2012,Week,30,89.63,392,01/02/2012 - 01/08/2012
Alley Light Out,12/26/2011,Week,30,73.85,145,12/26/2011 - 01/01/2012
Alley Light Out,12/19/2011,Week,30,76.05,301,12/19/2011 - 12/25/2011
Alley Light Out,12/12/2011,Week,30,68.17,360,12/12/2011 - 12/18/2011
Alley Light Out,12/05/2011,Week,30,81.83,584,12/05/2011 - 12/11/2011
Alley Light Out,11/28/2011,Week,30,70.81,245,11/28/2011 - 12/04/2011
Alley Light Out,11/21/2011,Week,30,56.5,390,11/21/2011 - 11/27/2011
Alley Light Out,11/14/2011,Week,30,36.31,352,11/14/2011 - 11/20/2011
Alley Light Out,11/07/2011,Week,30,30.42,356,11/07/2011 - 11/13/2011
Alley Light Out,10/31/2011,Week,30,47.27,191,10/31/2011 - 11/06/2011
Alley Light Out,10/24/2011,Week,30,42.32,146,10/24/2011 - 10/30/2011
Alley Light Out,10/17/2011,Week,30,30.48,316,10/17/2011 - 10/23/2011
Alley Light Out,10/10/2011,Week,30,25.56,388,10/10/2011 - 10/16/2011
Alley Light Out,10/03/2011,Week,30,21.7,471,10/03/2011 - 10/09/2011
Alley Light Out,09/26/2011,Week,30,25.28,431,09/26/2011 - 10/02/2011
Alley Light Out,09/19/2011,Week,30,14.36,223,09/19/2011 - 09/25/2011
Alley Light Out,09/12/2011,Week,30,17.71,241,09/12/2011 - 09/18/2011
Alley Light Out,09/05/2011,Week,30,19.22,241,09/05/2011 - 09/11/2011
Alley Light Out,08/29/2011,Week,30,32.91,308,08/29/2011 - 09/04/2011
Alley Light Out,08/22/2011,Week,30,37.6,217,08/22/2011 - 08/28/2011
Alley Light Out,08/15/2011,Week,30,19.44,53,08/15/2011 - 08/21/2011
Alley Light Out,08/08/2011,Week,30,14.98,33,08/08/2011 - 08/14/2011
Alley Light Out,08/01/2011,Week,30,11.08,51,08/01/2011 - 08/07/2011
Alley Light Out,07/25/2011,Week,30,14.61,29,07/25/2011 - 07/31/2011
Alley Light Out,07/18/2011,Week,30,11.82,13,07/18/2011 - 07/24/2011
Alley Light Out,07/11/2011,Week,30,9.11,18,07/11/2011 - 07/17/2011
Alley Light Out,07/04/2011,Week,30,9.41,15,07/04/2011 - 07/10/2011
Alley Light Out,06/27/2011,Week,30,7.15,40,06/27/2011 - 07/03/2011
Alley Light Out,06/20/2011,Week,30,6.24,38,06/20/2011 - 06/26/2011
Alley Light Out,06/13/2011,Week,30,2.83,25,06/13/2011 - 06/19/2011
Alley Light Out,06/06/2011,Week,30,1.3,28,06/06/2011 - 06/12/2011
Alley Pot Hole,12/24/2018,Week,10,11,6,12/24/2018 - 12/30/2018
Alley Pot Hole,12/17/2018,Week,10,69.6,22,12/17/2018 - 12/23/2018
Alley Pot Hole,12/10/2018,Week,10,63.07,148,12/10/2018 - 12/16/2018
Alley Pot Hole,12/03/2018,Week,10,42.02,126,12/03/2018 - 12/09/2018
Alley Pot Hole,11/26/2018,Week,10,19.52,11,11/26/2018 - 12/02/2018
Alley Pot Hole,11/19/2018,Week,10,22.36,42,11/19/2018 - 11/25/2018
Alley Pot Hole,11/12/2018,Week,10,81.21,133,11/12/2018 - 11/18/2018
Alley Pot Hole,11/05/2018,Week,10,49.88,153,11/05/2018 - 11/11/2018
Alley Pot Hole,10/29/2018,Week,10,40.63,117,10/29/2018 - 11/04/2018
Alley Pot Hole,10/22/2018,Week,10,59.86,139,10/22/2018 - 10/28/2018
Alley Pot Hole,10/15/2018,Week,10,46.48,147,10/15/2018 - 10/21/2018
Alley Pot Hole,10/08/2018,Week,10,39.4,143,10/08/2018 - 10/14/2018
Alley Pot Hole,10/01/2018,Week,10,54.54,84,10/01/2018 - 10/07/2018
Alley Pot Hole,09/24/2018,Week,10,46.83,146,09/24/2018 - 09/30/2018
Alley Pot Hole,09/17/2018,Week,10,47.09,124,09/17/2018 - 09/23/2018
Alley Pot Hole,09/10/2018,Week,10,36.57,161,09/10/2018 - 09/16/2018
Alley Pot Hole,09/03/2018,Week,10,39.53,91,09/03/2018 - 09/09/2018
Alley Pot Hole,08/27/2018,Week,10,38.15,97,08/27/2018 - 09/02/2018
Alley Pot Hole,08/20/2018,Week,10,24.38,86,08/20/2018 - 08/26/2018
Alley Pot Hole,08/13/2018,Week,10,23.47,113,08/13/2018 - 08/19/2018
Alley Pot Hole,08/06/2018,Week,10,38.32,128,08/06/2018 - 08/12/2018
Alley Pot Hole,07/30/2018,Week,10,25.85,168,07/30/2018 - 08/05/2018
Alley Pot Hole,07/23/2018,Week,10,29.32,174,07/23/2018 - 07/29/2018
Alley Pot Hole,07/16/2018,Week,10,23.53,112,07/16/2018 - 07/22/2018
Alley Pot Hole,07/09/2018,Week,10,20.8,93,07/09/2018 - 07/15/2018
Alley Pot Hole,07/02/2018,Week,10,22.25,26,07/02/2018 - 07/08/2018
Alley Pot Hole,06/25/2018,Week,10,22.98,60,06/25/2018 - 07/01/2018
Alley Pot Hole,06/18/2018,Week,10,12.1,31,06/18/2018 - 06/24/2018
Alley Pot Hole,06/11/2018,Week,10,16.11,91,06/11/2018 - 06/17/2018
Alley Pot Hole,06/04/2018,Week,10,13.52,97,06/04/2018 - 06/10/2018
Alley Pot Hole,05/28/2018,Week,10,14.1,79,05/28/2018 - 06/03/2018
Alley Pot Hole,05/21/2018,Week,10,13.19,61,05/21/2018 - 05/27/2018
Alley Pot Hole,05/14/2018,Week,10,8.26,99,05/14/2018 - 05/20/2018
Alley Pot Hole,05/07/2018,Week,10,4.98,143,05/07/2018 - 05/13/2018
Alley Pot Hole,04/30/2018,Week,10,4.38,174,04/30/2018 - 05/06/2018
Alley Pot Hole,04/23/2018,Week,10,4.47,222,04/23/2018 - 04/29/2018
Alley Pot Hole,04/16/2018,Week,10,4.98,248,04/16/2018 - 04/22/2018
Alley Pot Hole,04/09/2018,Week,10,12.3,227,04/09/2018 - 04/15/2018
Alley Pot Hole,04/02/2018,Week,10,13.99,306,04/02/2018 - 04/08/2018
Alley Pot Hole,03/26/2018,Week,10,21.53,439,03/26/2018 - 04/01/2018
Alley Pot Hole,03/19/2018,Week,10,13.69,350,03/19/2018 - 03/25/2018
Alley Pot Hole,03/12/2018,Week,10,13.83,271,03/12/2018 - 03/18/2018
Alley Pot Hole,03/05/2018,Week,10,7.62,65,03/05/2018 - 03/11/2018
Alley Pot Hole,02/26/2018,Week,10,9.52,54,02/26/2018 - 03/04/2018
Alley Pot Hole,02/19/2018,Week,10,14.85,48,02/19/2018 - 02/25/2018
Alley Pot Hole,02/12/2018,Week,10,1,5,02/12/2018 - 02/18/2018
Alley Pot Hole,02/05/2018,Week,10,1.28,64,02/05/2018 - 02/11/2018
Alley Pot Hole,01/29/2018,Week,10,17.59,250,01/29/2018 - 02/04/2018
Alley Pot Hole,01/22/2018,Week,10,23.94,149,01/22/2018 - 01/28/2018
Alley Pot Hole,01/15/2018,Week,10,50.03,81,01/15/2018 - 01/21/2018
Alley Pot Hole,01/08/2018,Week,10,118.88,403,01/08/2018 - 01/14/2018
Alley Pot Hole,01/01/2018,Week,10,5.98,3,01/01/2018 - 01/07/2018
Alley Pot Hole,12/25/2017,Week,10,5.15,16,12/25/2017 - 12/31/2017
Alley Pot Hole,12/18/2017,Week,10,87.24,380,12/18/2017 - 12/24/2017
Alley Pot Hole,12/11/2017,Week,10,54.73,296,12/11/2017 - 12/17/2017
Alley Pot Hole,12/04/2017,Week,10,58.06,258,12/04/2017 - 12/10/2017
Alley Pot Hole,11/27/2017,Week,10,53.27,128,11/27/2017 - 12/03/2017
Alley Pot Hole,11/20/2017,Week,10,22.74,97,11/20/2017 - 11/26/2017
Alley Pot Hole,11/13/2017,Week,10,58.29,190,11/13/2017 - 11/19/2017
Alley Pot Hole,11/06/2017,Week,10,58.74,268,11/06/2017 - 11/12/2017
Alley Pot Hole,10/30/2017,Week,10,77.49,296,10/30/2017 - 11/05/2017
Alley Pot Hole,10/23/2017,Week,10,62.4,205,10/23/2017 - 10/29/2017
Alley Pot Hole,10/16/2017,Week,10,72.01,263,10/16/2017 - 10/22/2017
Alley Pot Hole,10/09/2017,Week,10,67.67,113,10/09/2017 - 10/15/2017
Alley Pot Hole,10/02/2017,Week,10,70.45,108,10/02/2017 - 10/08/2017
Alley Pot Hole,09/25/2017,Week,10,53.28,124,09/25/2017 - 10/01/2017
Alley Pot Hole,09/18/2017,Week,10,71,128,09/18/2017 - 09/24/2017
Alley Pot Hole,09/11/2017,Week,10,50.81,126,09/11/2017 - 09/17/2017
Alley Pot Hole,09/04/2017,Week,10,48.55,90,09/04/2017 - 09/10/2017
Alley Pot Hole,08/28/2017,Week,10,47.1,214,08/28/2017 - 09/03/2017
Alley Pot Hole,08/21/2017,Week,10,54.51,114,08/21/2017 - 08/27/2017
Alley Pot Hole,08/14/2017,Week,10,53.27,91,08/14/2017 - 08/20/2017
Alley Pot Hole,08/07/2017,Week,10,45.44,217,08/07/2017 - 08/13/2017
Alley Pot Hole,07/31/2017,Week,10,47.48,102,07/31/2017 - 08/06/2017
Alley Pot Hole,07/24/2017,Week,10,49.24,162,07/24/2017 - 07/30/2017
Alley Pot Hole,07/17/2017,Week,10,41.46,101,07/17/2017 - 07/23/2017
Alley Pot Hole,07/10/2017,Week,10,32.65,218,07/10/2017 - 07/16/2017
Alley Pot Hole,07/03/2017,Week,10,39.03,113,07/03/2017 - 07/09/2017
Alley Pot Hole,06/26/2017,Week,10,37.4,138,06/26/2017 - 07/02/2017
Alley Pot Hole,06/19/2017,Week,10,15.58,105,06/19/2017 - 06/25/2017
Alley Pot Hole,06/12/2017,Week,10,17.24,124,06/12/2017 - 06/18/2017
Alley Pot Hole,06/05/2017,Week,10,16.72,129,06/05/2017 - 06/11/2017
Alley Pot Hole,05/29/2017,Week,10,11.82,99,05/29/2017 - 06/04/2017
Alley Pot Hole,05/22/2017,Week,10,20.13,123,05/22/2017 - 05/28/2017
Alley Pot Hole,05/15/2017,Week,10,5.78,123,05/15/2017 - 05/21/2017
Alley Pot Hole,05/08/2017,Week,10,7.84,109,05/08/2017 - 05/14/2017
Alley Pot Hole,05/01/2017,Week,10,6.81,167,05/01/2017 - 05/07/2017
Alley Pot Hole,04/24/2017,Week,10,5.18,161,04/24/2017 - 04/30/2017
Alley Pot Hole,04/17/2017,Week,10,5.06,234,04/17/2017 - 04/23/2017
Alley Pot Hole,04/10/2017,Week,10,8.37,193,04/10/2017 - 04/16/2017
Alley Pot Hole,04/03/2017,Week,10,5.4,172,04/03/2017 - 04/09/2017
Alley Pot Hole,03/27/2017,Week,10,6.15,201,03/27/2017 - 04/02/2017
Alley Pot Hole,03/20/2017,Week,10,49.75,213,03/20/2017 - 03/26/2017
Alley Pot Hole,03/13/2017,Week,10,3.91,55,03/13/2017 - 03/19/2017
Alley Pot Hole,03/06/2017,Week,10,8.61,199,03/06/2017 - 03/12/2017
Alley Pot Hole,02/27/2017,Week,10,11.41,217,02/27/2017 - 03/05/2017
Alley Pot Hole,02/20/2017,Week,10,14.22,272,02/20/2017 - 02/26/2017
Alley Pot Hole,02/13/2017,Week,10,15.16,274,02/13/2017 - 02/19/2017
Alley Pot Hole,02/06/2017,Week,10,30.37,164,02/06/2017 - 02/12/2017
Alley Pot Hole,01/30/2017,Week,10,14.99,96,01/30/2017 - 02/05/2017
Alley Pot Hole,01/23/2017,Week,10,81.8,255,01/23/2017 - 01/29/2017
Alley Pot Hole,01/16/2017,Week,10,113.32,426,01/16/2017 - 01/22/2017
Alley Pot Hole,01/09/2017,Week,10,96.97,690,01/09/2017 - 01/15/2017
Alley Pot Hole,01/02/2017,Week,10,123.19,539,01/02/2017 - 01/08/2017
Alley Pot Hole,12/26/2016,Week,10,117.77,362,12/26/2016 - 01/01/2017
Alley Pot Hole,12/19/2016,Week,10,79.18,29,12/19/2016 - 12/25/2016
Alley Pot Hole,12/12/2016,Week,10,72.86,12,12/12/2016 - 12/18/2016
Alley Pot Hole,12/05/2016,Week,10,95.64,557,12/05/2016 - 12/11/2016
Alley Pot Hole,11/28/2016,Week,10,112.35,484,11/28/2016 - 12/04/2016
Alley Pot Hole,11/21/2016,Week,10,103.26,201,11/21/2016 - 11/27/2016
Alley Pot Hole,11/14/2016,Week,10,121.81,397,11/14/2016 - 11/20/2016
Alley Pot Hole,11/07/2016,Week,10,105.82,428,11/07/2016 - 11/13/2016
Alley Pot Hole,10/31/2016,Week,10,91.27,297,10/31/2016 - 11/06/2016
Alley Pot Hole,10/24/2016,Week,10,80.55,213,10/24/2016 - 10/30/2016
Alley Pot Hole,10/17/2016,Week,10,86.08,288,10/17/2016 - 10/23/2016
Alley Pot Hole,10/10/2016,Week,10,73.57,83,10/10/2016 - 10/16/2016
Alley Pot Hole,10/03/2016,Week,10,76.86,223,10/03/2016 - 10/09/2016
Alley Pot Hole,09/26/2016,Week,10,66.34,240,09/26/2016 - 10/02/2016
Alley Pot Hole,09/19/2016,Week,10,71.18,236,09/19/2016 - 09/25/2016
Alley Pot Hole,09/12/2016,Week,10,65.91,184,09/12/2016 - 09/18/2016
Alley Pot Hole,09/05/2016,Week,10,71.11,252,09/05/2016 - 09/11/2016
Alley Pot Hole,08/29/2016,Week,10,55.28,308,08/29/2016 - 09/04/2016
Alley Pot Hole,08/22/2016,Week,10,68.17,348,08/22/2016 - 08/28/2016
Alley Pot Hole,08/15/2016,Week,10,56.58,502,08/15/2016 - 08/21/2016
